class,level,spell,school,concentration,ritual
Wizard,1,Detect Magic,Divination,True,True
Wizard,1,Disguise Self,Illusion,False,False
Wizard,1,Expeditious Retreat,Transmutation,True,False
Wizard,1,False Life,Necromancy,False,False
Wizard,1,Feather Fall,Transmutation,False,False
Wizard,1,Find Familiar,Conjuration,False,True
Wizard,1,Floating Disk,Conjuration,False,True
Wizard,1,Fog Cloud,Conjuration,True,False
Wizard,1,Grease,Conjuration,False,False
Wizard,1,Hideous Laughter,Enchantment,True,False
Wizard,1,Identify,Divination,False,True
Wizard,1,Illusory Script,Illusion,False,True
Wizard,1,Jump,Transmutation,False,False
Wizard,1,Longstrider,Transmutation,False,False
Wizard,1,Mage Armor,Abjuration,False,False
Wizard,1,Magic Missile,Evocation,False,False
Wizard,1,Protection from Evil and Good,Abjuration,True,False
Wizard,1,Shield,Abjuration,False,False
Wizard,1,Silent Image,Illusion,True,False
Wizard,1,Sleep,Enchantment,False,False
Wizard,1,Thunderwave,Evocation,False,False
Wizard,1,Unseen Servant,Conjuration,False,True
Wizard,2,Acid Arrow,Evocation,False,False
Wizard,2,Alter Self,Transmutation,True,False
Wizard,2,Arcane Lock,Abjuration,False,False
Wizard,2,Arcanist's Magic Aura,Illusion,False,False
Wizard,2,Blindness/Deafness,Necromancy,False,False
Wizard,2,Blur,Illusion,True,False
Wizard,2,Continual Flame,Evocation,False,False
Wizard,2,Darkness,Evocation,True,False
Wizard,2,Darkvision,Transmutation,False,False
Wizard,2,Detect Thoughts,Divination,True,False
Wizard,2,Enlarge/Reduce,Transmutation,True,False
Wizard,2,Flaming Sphere,Conjuration,True,False
Wizard,2,Gentle Repose,Necromancy,False,True
Wizard,2,Gust of Wind,Evocation,True,False
Wizard,2,Hold Person,Enchantment,True,False
Wizard,2,Invisibility,Illusion,True,False
Wizard,2,Knock,Transmutation,False,False
Wizard,2,Levitate,Transmutation,True,False
Wizard,2,Locate Object,Divination,True,False
Wizard,2,Magic Mouth,Illusion,False,True
Wizard,2,Magic Weapon,Transmutation,True,False
Wizard,2,Mirror Image,Illusion,False,False
Wizard,2,Misty Step,Conjuration,False,False
Wizard,2,Ray of Enfeeblement,Necromancy,True,False
Wizard,2,Rope Trick,Transmutation,False,False
Wizard,2,Scorching Ray,Evocation,False,False
Wizard,2,See Invisibility,Divination,False,False
Wizard,2,Shatter,Evocation,False,False
Wizard,2,Spider Climb,Transmutation,True,False
Wizard,2,Suggestion,Enchantment,True,False
Wizard,2,Web,Conjuration,True,False
Wizard,3,Animate Dead,Necromancy,False,False
Wizard,3,Bestow Curse,Necromancy,True,False
Wizard,3,Blink,Transmutation,False,False
Wizard,3,Clairvoyance,Divination,True,False
Wizard,3,Counterspell,Abjuration,False,False
Wizard,3,Dispel Magic,Abjuration,False,False
Wizard,3,Fear,Illusion,True,False
Wizard,3,Fireball,Evocation,False,False
Wizard,3,Fly,Transmutation,True,False
Wizard,3,Gaseous Form,Transmutation,True,False
Wizard,3,Glyph of Warding,Abjuration,False,False
Wizard,3,Haste,Transmutation,True,False
Wizard,3,Hypnotic Pattern,Illusion,True,False
Wizard,3,Lightning Bolt,Evocation,False,False
Wizard,3,Magic Circle,Abjuration,False,False
Wizard,3,Major Image,Illusion,True,False
Wizard,3,Nondetection,Abjuration,False,False
Wizard,3,Phantom Steed,Illusion,False,True
Wizard,3,Protection From Energy,Abjuration,True,False
Wizard,3,Remove Curse,Abjuration,False,False
Wizard,3,Sending,Evocation,False,False
Wizard,3,Sleet Storm,Conjuration,True,False
Wizard,3,Slow,Transmutation,True,False
Wizard,3,Stinking Cloud,Conjuration,True,False
Wizard,3,Tiny Hut,Evocation,False,True
Wizard,3,Tongues,Divination,False,False
Wizard,3,Vampiric Touch,Necromancy,True,False
Wizard,3,Water Breathing,Transmutation,False,True
Wizard,4,Arcane Eye,Divination,True,False
Wizard,4,Banishment,Abjuration,True,False
Wizard,4,Black Tentacles,Conjuration,True,False
Wizard,4,Blight,Necromancy,False,False
Wizard,4,Confusion,Enchantment,True,False
Wizard,4,Conjure Minor Elementals,Conjuration,True,False
Wizard,4,Control Water,Transmutation,True,False
Wizard,4,Dimension Door,Conjuration,False,False
Wizard,4,Fabricate,Transmutation,False,False
Wizard,4,Faithful Hound,Conjuration,False,False
Wizard,4,Fire Shield,Evocation,False,False
Wizard,4,Greater Invisibility,Illusion,True,False
Wizard,4,Hallucinatory Terrain,Illusion,False,False
Wizard,4,Ice Storm,Evocation,False,False
Wizard,4,Locate Creature,Divination,True,False
Wizard,4,Phantasmal Killer,Illusion,True,False
Wizard,4,Polymorph,Transmutation,True,False
Wizard,4,Private Sanctum,Abjuration,False,False
Wizard,4,Resilient Sphere,Evocation,True,False
Wizard,4,Secret Chest,Conjuration,False,False
Wizard,4,Stone Shape,Transmutation,False,False
Wizard,4,Stoneskin,Abjuration,True,False
Wizard,4,Wall of Fire,Evocation,True,False
Wizard,5,Animate Objects,Transmutation,True,False
Wizard,5,Arcane Hand,Evocation,True,False
Wizard,5,Cloudkill,Conjuration,True,False
Wizard,5,Cone of Cold,Evocation,False,False
Wizard,5,Conjure Elemental,Conjuration,True,False
Wizard,5,Contact Other Plane,Divination,False,True
Wizard,5,Creation,Illusion,False,False
Wizard,5,Dominate Person,Enchantment,True,False
Wizard,5,Dream,Illusion,False,False
Wizard,5,Geas,Enchantment,False,False
Wizard,5,Hold Monster,Enchantment,True,False
Wizard,5,Legend Lore,Divination,False,False
Wizard,5,Mislead,Illusion,True,False
Wizard,5,Modify Memory,Enchantment,True,False
Wizard,5,Passwall,Transmutation,False,False
Wizard,5,Planar Binding,Abjuration,False,False
Wizard,5,Scrying,Divination,True,False
Wizard,5,Seeming,Illusion,False,False
Wizard,5,Telekinesis,Transmutation,True,False
Wizard,5,Telepathic Bond,Divination,False,True
Wizard,5,Teleportation Circle,Conjuration,False,False
Wizard,5,Wall of Force,Evocation,True,False
Wizard,5,Wall of Stone,Evocation,True,False
Wizard,6,Chain Lightning,Evocation,False,False
Wizard,6,Circle of Death,Necromancy,False,False
Wizard,6,Contingency,Evocation,False,False
Wizard,6,Create Undead,Necromancy,False,False
Wizard,6,Disintegrate,Transmutation,False,False
Wizard,6,Eyebite,Necromancy,True,False
Wizard,6,Flesh to Stone,Transmutation,True,False
Wizard,6,Freezing Sphere,Evocation,False,False
Wizard,6,Globe of Invulnerability,Abjuration,True,False
Wizard,6,Guards and Wards,Abjuration,False,False
Wizard,6,Instant Summons,Conjuration,False,True
Wizard,6,Irresistible Dance,Enchantment,True,False
Wizard,6,Magic Jar,Necromancy,False,False
Wizard,6,Mass Suggestion,Enchantment,False,False
Wizard,6,Move Earth,Transmutation,True,False
Wizard,6,Programmed Illusion,Illusion,False,False
Wizard,6,Sunbeam,Evocation,True,False
Wizard,6,True Seeing,Divination,False,False
Wizard,6,Wall of Ice,Evocation,True,False
Wizard,7,Arcane Sword,Evocation,True,False
Wizard,7,Delayed Blast Fireball,Evocation,True,False
Wizard,7,Etherealness,Transmutation,False,False
Wizard,7,Finger of Death,Necromancy,False,False
Wizard,7,Forcecage,Evocation,False,False
Wizard,7,Magnificent Mansion,Conjuration,False,False
Wizard,7,Mirage Arcane,Illusion,False,False
Wizard,7,Plane Shift,Conjuration,False,False
Wizard,7,Prismatic Spray,Evocation,False,False
Wizard,7,Project Image,Illusion,True,False
Wizard,7,Reverse Gravity,Transmutation,True,False
Wizard,7,Sequester,Transmutation,False,False
Wizard,7,Simulacrum,Illusion,False,False
Wizard,7,Symbol,Abjuration,False,False
Wizard,7,Teleport,Conjuration,False,False
Wizard,8,Antimagic Field,Abjuration,True,False
Wizard,8,Antipathy/Sympathy,Enchantment,False,False
Wizard,8,Clone,Necromancy,False,False
Wizard,8,Control Weather,Transmutation,True,False
Wizard,8,Demiplane,Conjuration,False,False
Wizard,8,Dominate Monster,Enchantment,True,False
Wizard,8,Feeblemind,Enchantment,False,False
Wizard,8,Incendiary Cloud,Conjuration,True,False
Wizard,8,Maze,Conjuration,True,False
Wizard,8,Mind Blank,Abjuration,False,False
Wizard,8,Power Word Stun,Enchantment,False,False
Wizard,8,Sunburst,Evocation,False,False
Wizard,9,Astral Projection,Necromancy,False,False
Wizard,9,Foresight,Divination,False,False
Wizard,9,Gate,Conjuration,True,False
Wizard,9,Imprisonment,Abjuration,False,False
Wizard,9,Meteor Swarm,Evocation,False,False
Wizard,9,Power Word Kill,Enchantment,False,False
Wizard,9,Prismatic Wall,Abjuration,False,False
Wizard,9,Shapechange,Transmutation,True,False
Wizard,9,Time Stop,Transmutation,False,False
Wizard,9,True Polymorph,Transmutation,True,False
Wizard,9,Weird,Illusion,True,False
Wizard,9,Wish,Conjuration,False,False
